feature_id	Taxon
aa8088e57c9a0d9a483efa2024bec81e	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Enophrys;Enophrys bison
82ad7825072694fde094e7b3dfe46523	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea pallasii
76571b2d8ec6a1c630e19b9579b8c4f7	Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus kisutch
19c693f42cb365035c714e619ba37005	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
d87d366f10ecb22db9e72209d1e923e4	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea pallasii
023fff0ac534c804dfe045f58c4ad7bb	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
b07bb5d2868e4b629f68d7953eda4248	Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus keta
5098f52152ad820060b876aeac80a765	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Microstomus;Microstomus pacificus
37480a1f4bb3e21f14f89660d4992118	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Myoxocephalus;Myoxocephalus polyacanthocephalus
07c1ccc0c2011128704deca8dffc8d83	Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Phoca
bc7e922605c10f023b0c0d431d381cd9	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Enophrys;Enophrys bison
1cbfa1f1ed9af2083f0ecc7c640cb0c3	Eukaryota;Chordata;Actinopteri
55ca217b5b76c61217aad9326aaa8b56	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea pallasii
6d97e0270d4f23ebd832e3608d3e30e4	Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus keta
